Mutants,initial_biomass,lag,t_max,max_slope,r2,y-intercept,x-intercept
WT,0.121333333333333,13.7075,17.3322222222222,0.1136,0.998076651110168,-1.41894044444444,12.4906729264476
WT,0.079666666666667,11.7072222222222,17.3322222222222,0.1136,0.997277437588318,-1.38727377777778,12.211917057903
mutant1,0.147,13.9575,16.8322222222222,0.105714285714286,0.999213669690665,-1.23523968253968,11.6846996996997
mutant1,0.126666666666667,13.9575,17.5822222222222,0.102742857142857,0.999558061158234,-1.26461441269841,12.3085384995674
mutant11,0.106,13.7075,17.8322222222222,0.106742857142857,0.998949546152026,-1.38179568253968,12.9450880323578
mutant11,0.096333333333333,11.9572222222222,17.3322222222222,0.115542857142857,0.999741780249123,-1.40811447619047,12.1869452687108
mutant13,0.113333333333333,13.2075,17.5822222222222,0.1152,0.999853049228508,-1.45180533333333,12.6024768518518
mutant13,0.083666666666667,12.2072222222222,17.5822222222222,0.115314285714286,0.998433492915249,-1.42664806349206,12.3718241383107
mutant16,0.110333333333333,12.9575,17.3322222222222,0.115085714285714,0.999005640069947,-1.39985784126984,12.1636108352642
mutant16,0.112666666666667,13.2075,17.3322222222222,0.113714285714286,0.999744179666659,-1.42108793650793,12.4970044667783
WT,0.109,12.9575,16.8322222222222,0.116571428571429,0.999430031572408,-1.39482285714285,11.9653921568627
WT,0.073,11.4572222222222,16.5822222222222,0.120228571428571,0.999919286346744,-1.44132355555555,11.9881949725391
mutant1,0.114333333333333,12.9575,16.5822222222222,0.117142857142857,0.999873107517586,-1.39432222222222,11.9027506775068
mutant1,0.104666666666667,12.9575,17.3322222222222,0.111885714285714,0.999064633089126,-1.36506139682539,12.2004976733628
mutant11,0.065666666666667,11.4572222222222,17.5822222222222,0.111657142857143,0.999801686710391,-1.40701403174603,12.6012003866712
mutant11,0.108666666666667,12.9575,17.0822222222222,0.118857142857143,0.998584354034591,-1.44301079365079,12.1407158119658
mutant13,0.124666666666667,13.4575,17.0822222222222,0.117485714285714,0.997593455003146,-1.44658374603174,12.3128480328577
mutant13,0.052666666666667,10.4572222222222,17.3322222222222,0.12,0.9996191926885,-1.47986666666666,12.3322222222222
mutant16,0.118666666666667,13.2075,17.3322222222222,0.114057142857143,0.998640410684206,-1.38186374603174,12.1155388554887
mutant16,0.079,11.7072222222222,17.3322222222222,0.112685714285714,0.998934137068877,-1.37776050793651,12.2265765156637
mutant32,0.085666666666667,16.4572222222222,21.0822222222222,0.0696,0.998392010301184,-1.08748933333333,15.624846743295
mutant32,0.083333333333333,11.4572222222222,16.8322222222222,0.117371428571429,0.999517328628762,-1.3874553015873,11.8210651303689
Δlsm,0.089333333333333,18.2072222222222,23.5822222222222,0.078171428571429,0.999350649350649,-1.374456,17.5825877192982
mutant32,0.091,17.7072222222222,23.0822222222222,0.082057142857143,0.998819426504779,-1.43539453968254,17.4926214794181
Δlsm,0.150666666666667,20.7072222222222,23.0822222222222,0.0816,0.998282006762314,-1.404176,17.2080392156862
mutant32,0.120333333333333,19.2083333333333,22.3322222222222,0.082971428571429,0.999158325750682,-1.41393638095238,17.0412442607897
mutant32,0.14,18.9588888888889,21.0822222222222,0.078285714285714,0.995305147721688,-1.23660349206349,15.7960300081103
mutant32,0.114,12.4572222222222,16.5822222222222,0.1192,0.999862744887783,-1.39076755555555,11.6675130499627
WT_antimycinA0.15mgL,0.093333333333333,12.2072222222222,16.8322222222222,0.112228571428571,0.99976223882557,-1.32272292063492,11.7859730708305
WT_antimycinA0.15mgL,0.076333333333333,10.9572222222222,16.8322222222222,0.116914285714286,0.999437185545728,-1.36176057142857,11.6475122189638
mutant1_antimycinA0.15mgL,0.093,11.7072222222222,16.5822222222222,0.114628571428571,0.999772088454856,-1.32662977777778,11.573290683505
mutant1_antimycinA0.15mgL,0.127666666666667,10.7072222222222,15.5824537037037,0.258278951106717,0.986186296184068,-3.2634531315949,12.6353816972351
mutant11_antimycinA0.15mgL,0.049,9.95722222222222,17.3322222222222,0.110971428571429,0.999727140506734,-1.35421479365079,12.2032744021055
mutant11_antimycinA0.15mgL,0.080333333333333,11.2072222222222,17.0822222222222,0.114742857142857,0.999645633892209,-1.34639631746032,11.7340316511731
mutant13_antimycinA0.15mgL,0.098666666666667,12.4572222222222,16.8322222222222,0.118857142857143,0.99918705195477,-1.43362984126984,12.0617895299145
mutant13_antimycinA0.15mgL,0.077,11.2072222222222,16.8322222222222,0.119314285714286,0.998878258000659,-1.43932457142857,12.0633045977011
mutant16_antimycinA0.15mgL,0.097,11.9572222222222,17.0822222222222,0.114171428571428,0.999275075721545,-1.33580171428571,11.6999649649649
mutant16_antimycinA0.15mgL,0.087333333333333,11.7072222222222,17.0822222222222,0.114742857142857,0.998351953094049,-1.35806298412698,11.8357082779991
WT_antimycinA0.15mgL,0.075666666666667,11.2072222222222,16.8322222222222,0.116685714285714,0.999542309960352,-1.36224653968254,11.674492871912
WT_antimycinA0.15mgL,0.074333333333333,10.9572222222222,16.5822222222222,0.118514285714286,0.999018974847295,-1.38373022222222,11.6756407371692
mutant1_antimycinA0.15mgL,0.089666666666667,11.7072222222222,16.3322685185185,0.115561208404715,0.998830125836875,-1.33621001932362,11.5627902976229
mutant1_antimycinA0.15mgL,0.072,10.9572222222222,17.3322222222222,0.110857142857143,0.999560897186201,-1.30673396825397,11.7875486827033
mutant11_antimycinA0.15mgL,0.046333333333333,9.95722222222222,17.3322222222222,0.109714285714286,0.999219359875097,-1.32659238095238,12.0913368055555
mutant11_antimycinA0.15mgL,0.061333333333333,10.2072222222222,17.0822222222222,0.112342857142857,0.999900660709759,-1.29056565079365,11.4877410421612
mutant13_antimycinA0.15mgL,0.065666666666667,10.9572222222222,16.5822222222222,0.120457142857143,0.999762414730287,-1.45644711111111,12.0909983133038
mutant13_antimycinA0.15mgL,0.052,9.95722222222222,16.5822222222222,0.121142857142857,0.999590769176023,-1.46481777777778,12.0916561844864
mutant16_antimycinA0.15mgL,0.06,10.4572222222222,17.0822222222222,0.114057142857143,0.999950471192975,-1.34101612698413,11.757405922957
mutant16_antimycinA0.15mgL,0.074,11.4572222222222,17.3322222222222,0.110742857142857,0.999272065514104,-1.32291980952381,11.9458703130375
antimycinA0.15mgL,0.062,15.9572222222222,22.8322222222222,0.0768,0.999669421487603,-1.332848,17.3547916666666
mutant32_antimycinA0.15mgL,0.040666666666667,13.2075,22.8322222222222,0.081028571428572,0.999395608218933,-1.38556234920635,17.099676383012
mutant32_antimycinA0.15mgL,0.084,15.7075,21.3322222222222,0.070857142857143,0.998562596332023,-1.10887365079365,15.6494265232975
mutant32_antimycinA0.15mgL,0.078333333333333,11.7072222222222,17.3322222222222,0.117371428571429,0.999252184155968,-1.45914101587301,12.4318246240398
antimycinA0.15mgL,0.062666666666667,14.7075,22.3322222222222,0.082285714285714,0.998972250770812,-1.38328952380952,16.8108101851852
mutant32_antimycinA0.15mgL,0.056666666666667,14.7075,23.0822222222222,0.0816,0.999835255354201,-1.39350933333333,17.0773202614379
mutant32_antimycinA0.15mgL,0.060666666666667,14.4575,21.3322222222222,0.069942857142857,0.999121481033594,-1.10170323809524,15.7514760348584
mutant32_antimycinA0.15mgL,0.050333333333333,8.95722222222222,16.5822222222222,0.118742857142857,0.999798716664377,-1.41218711111111,11.8928173457384
mutant32_antimycinA0.15mgL,0.067666666666667,11.4572222222222,17.3322222222222,0.117257142857143,0.999527776371094,-1.50366019047619,12.8236127355425
WT_antimycinA0.075mgL,0.057,10.2072222222222,16.3322685185185,0.117390275725965,0.999609416300205,-1.37774950461939,11.7364875080079
WT_antimycinA0.075mgL,0.030333333333333,6.4575,16.3322685185185,0.117275826701257,0.99975047741547,-1.36538029241617,11.6424699856883
mutant1_antimycinA0.075mgL,0.085,11.2072222222222,16.3322685185185,0.118418792655001,0.999530605264095,-1.36704751928024,11.5441771414016
mutant1_antimycinA0.075mgL,0.100666666666667,12.2072222222222,17.0822222222222,0.117257142857143,0.998465955078915,-1.40567923809524,11.9880051981806
mutant11_antimycinA0.075mgL,0.042333333333333,9.4575,16.5822222222222,0.112228571428571,0.999423762540419,-1.35699911111111,12.0913871916723
mutant11_antimycinA0.075mgL,0.081333333333333,11.4572222222222,16.3322685185185,0.115675826795349,0.999638610634717,-1.36224866432328,11.7764333488045
mutant13_antimycinA0.075mgL,0.072333333333333,10.9572222222222,16.3322685185185,0.118190487386327,0.99897977660728,-1.4106521096614,11.9354115619342
mutant13_antimycinA0.075mgL,0.054,9.4575,16.8322222222222,0.122857142857143,0.999642457069619,-1.48479206349206,12.0855167958656
mutant16_antimycinA0.075mgL,0.061333333333333,10.7072222222222,16.5822222222222,0.117142857142857,0.999739905065349,-1.40965555555555,12.0336449864498
mutant16_antimycinA0.075mgL,0.045666666666667,9.70722222222222,16.8322222222222,0.112685714285714,0.998934137068877,-1.37408431746032,12.1939531214785
WT_antimycinA0.075mgL,0.059333333333333,10.9572222222222,16.8322222222222,0.113485714285714,0.999544516885482,-1.37205009523809,12.0900688150386
WT_antimycinA0.075mgL,0.05,8.95722222222222,16.3322685185185,0.11658997938264,0.999834221519545,-1.36451218317915,11.7035116603024
mutant1_antimycinA0.075mgL,0.098,12.4572222222222,16.8322222222222,0.111428571428571,0.999180159868826,-1.32809047619047,11.9187606837607
mutant1_antimycinA0.075mgL,0.082666666666667,11.7072222222222,16.8322222222222,0.1216,0.999596192673782,-1.51413155555555,12.4517397660818
mutant11_antimycinA0.075mgL,0.049,9.95722222222222,17.3322222222222,0.114628571428571,0.999864830615865,-1.42826787301587,12.4599639968982
mutant11_antimycinA0.075mgL,0.059666666666667,8.95722222222222,16.5822222222222,0.120571428571429,0.999970052483023,-1.44250888888889,11.9639362822538
mutant13_antimycinA0.075mgL,0.06,10.2072222222222,16.8322222222222,0.121828571428571,0.999773596415081,-1.49131225396825,12.2410715030227
mutant13_antimycinA0.075mgL,0.050333333333333,8.45722222222222,16.8322222222222,0.122514285714286,0.998757763975156,-1.49052101587301,12.1660997097844
mutant16_antimycinA0.075mgL,0.036,7.2075,16.5822222222222,0.117828571428571,0.999319347363176,-1.41135955555555,11.9780757624744
mutant16_antimycinA0.075mgL,0.029666666666667,5.9575,16.8322222222222,0.116571428571429,0.999026963357488,-1.41782285714286,12.1626960784314
antimycinA0.075mgL,0.058666666666667,15.9572222222222,23.8322222222222,0.081828571428571,0.996415937803693,-1.4391566984127,17.5874596523898
antimycinA0.075mgL,0.06,15.7075,23.3322222222222,0.084571428571429,0.999853929301783,-1.47923936507936,17.491006006006
mutant32_antimycinA0.075mgL,0.057666666666667,14.7075,21.5822222222222,0.0712,0.997816502204493,-1.14948755555555,16.1444881398252
mutant32_antimycinA0.075mgL,0.070333333333333,11.2072222222222,16.3322685185185,0.117961758702837,0.999518780077294,-1.41058311805143,11.95796954507
mutant32_antimycinA0.075mgL,0.030333333333333,8.20722222222222,17.0822222222222,0.119314285714286,0.998408559337043,-1.46748647619047,12.2993358876117
antimycinA0.075mgL,0.068,15.9572222222222,22.3322222222222,0.082514285714286,0.998335099523767,-1.40439403174603,17.0200107725454
antimycinA0.075mgL,0.054666666666667,17.9572222222222,24.3322222222222,0.061942857142857,0.993676851956252,-1.18787403174603,19.1769331693317
mutant32_antimycinA0.075mgL,0.059333333333333,14.4575,21.5822222222222,0.066857142857143,0.997163933391285,-1.04209238095238,15.5868518518518
mutant32_antimycinA0.075mgL,0.056,10.2072222222222,16.8322222222222,0.119771428571429,0.999663836991281,-1.46235263492063,12.209528201866
mutant32_antimycinA0.075mgL,0.063,11.2072222222222,17.5822222222222,0.113257142857143,0.999636279121845,-1.49214558730158,13.1748475165377
mutant32_CsCl6.25gL,0.077333333333333,12.9575,18.8331481481481,0.117432581470638,0.999387080095803,-1.61662520425601,13.766411195348
mutant32_CsCl6.25gL,0.066666666666667,11.2072222222222,17.5822222222222,0.116,0.999592488199137,-1.48503777777777,12.8020498084291
mutant32_CsCl6.25gL,,,13.3325,0.011314285714286,0.668325946130242,-0.034347714285714,3.03578282828282
CsCl6.25gL,0.092666666666667,19.2083333333333,25.3322222222222,0.072342857142857,0.997437673992142,-1.378772,19.0588546603475
CsCl6.25gL,0.049333333333333,14.7075,25.3322222222222,0.074971428571429,0.998644760048269,-1.44519288888889,19.2765819783198
mutant32_CsCl6.25gL,0.084666666666667,12.9575,18.3329166666666,0.120237450434945,0.999393775480632,-1.64363649236964,13.6699213633022
mutant32_CsCl6.25gL,0.076333333333333,11.9572222222222,17.8322222222222,0.120342857142857,0.999955509796112,-1.5588139047619,12.9531069958848
mutant32_CsCl6.25gL,0.056,25.9572222222222,25.3322222222222,0.011085714285714,0.86440055121727,-0.171325777777777,15.4546449026346
CsCl6.25gL,0.094333333333333,18.9588888888889,25.3322222222222,0.066514285714286,0.998263158928817,-1.233288,18.5417010309278
CsCl6.25gL,0.046666666666667,12.9575,25.3322222222222,0.053828571428571,0.99758369745254,-0.994763999999998,18.4802229299363
mutant16_CsCl6.25gL,0.071666666666667,11.9572222222222,17.8322222222222,0.116114285714286,0.998996090171232,-1.52824241269841,13.1615365266841
mutant16_CsCl6.25gL,0.084666666666667,12.7075,18.3329166666666,0.115900408814482,0.998656350497028,-1.55812586976183,13.4436615513227
mutant13_CsCl6.25gL,0.139,15.9572222222222,19.3331481481481,0.109944217538706,0.999717762214524,-1.5532345123747,14.1274779806212
mutant13_CsCl6.25gL,0.097333333333333,13.2075,17.8322222222222,0.121257142857143,0.999558404157867,-1.61311765079365,13.3032794009844
mutant11_CsCl6.25gL,0.093333333333333,12.7075,18.0826388888889,0.122335601445387,0.998899143175909,-1.60315050419197,13.1045295502768
mutant11_CsCl6.25gL,0.079666666666667,11.9572222222222,18.5831018518518,0.106582138469862,0.998120714118614,-1.35629340144029,12.7253348535862
mutant1_CsCl6.25gL,0.109333333333333,13.2075,19.0831481481481,0.111740585950272,0.998184662507026,-1.42652882251659,12.7664340614022
mutant1_CsCl6.25gL,0.065666666666667,10.4572222222222,17.8322222222222,0.1112,0.998071459319845,-1.32210977777778,11.8894764188649
WT_CsCl6.25gL,0.061,10.7072222222222,17.8322222222222,0.1112,0.997875087615745,-1.34844311111111,12.1262869704236
WT_CsCl6.25gL,0.088,12.2072222222222,18.0826388888889,0.111493867550486,0.999439680506118,-1.37327001190771,12.3170004061961
mutant16_CsCl6.25gL,0.104333333333333,14.2075,18.0826388888889,0.11503155255673,0.999233660969749,-1.55840735904493,13.5476512696494
mutant16_CsCl6.25gL,0.077,11.9572222222222,17.8322222222222,0.120342857142857,0.999072537591812,-1.56514723809524,13.0057344096233
mutant13_CsCl6.25gL,0.132,14.4575,17.8322222222222,0.12,0.999238675295013,-1.57786666666666,13.1488888888889
mutant13_CsCl6.25gL,0.117333333333333,14.4575,19.0831481481481,0.135189639138398,0.998935433090797,-1.89584391177274,14.023588818311
mutant11_CsCl6.25gL,0.060666666666667,11.2072222222222,17.8322222222222,0.120685714285714,0.999195961888833,-1.56542780952381,12.9711111111111
mutant11_CsCl6.25gL,0.102,13.4575,18.5831018518518,0.103841716560925,0.998756616569077,-1.2927011953228,12.4487656611913
mutant1_CsCl6.25gL,0.087333333333333,12.7075,19.0831481481481,0.124015351595084,0.986758697161631,-1.667936660467,13.4494370173855
mutant1_CsCl6.25gL,0.089,12.2072222222222,16.8322222222222,0.106171428571429,0.998568362429542,-1.23026774603174,11.5875595024518
WT_CsCl6.25gL,0.072,11.4572222222222,17.8322222222222,0.110171428571429,0.998820570511397,-1.32826806349206,12.0563750576302
WT_CsCl6.25gL,0.09,11.9572222222222,17.8322222222222,0.112114285714286,0.998923256043277,-1.39608019047619,12.4522952769283
mutant32_methionine0.5gL,0.059666666666667,15.7075,25.3322222222222,0.060342857142857,0.998152524167562,-1.10561866666667,18.322279040404
mutant32_methionine0.5gL,0.072,16.7072222222222,25.3322222222222,0.059314285714286,0.998231039573078,-1.08272933333333,18.2541072575465
mutant32_methionine0.5gL,0.087333333333333,17.9572222222222,25.3322222222222,0.0632,0.999054769981324,-1.16282977777778,18.3992053445851
methionine0.5gL,0.07,16.7072222222222,25.3322222222222,0.060114285714286,0.998109668109668,-1.09882844444444,18.2789902830587
